snapshot_date,snapshot_label,team,power_rank,power_rating,elo,offense_strength,defense_strength,sos_rank,momentum_score,last3_win_pct,last5_win_pct,wins,losses,games_played
2026-05-01,Week 4,West Springfield 12U,7.0,1.8169270578830088,1547.5537752961447,0.7437803192067959,4.12858062115129,43.0,11.633333333333335,1.0,1.0,3,0,3
2026-05-01,Week 4,Westfield 12U Black,31.0,-0.6291615229280978,1482.965662180914,-0.9831756592021444,-0.0681648321950083,44.0,-3.05,0.0,0.4,2,5,7
2026-05-01,Week 4,Westfield 12U Red,4.0,2.5086225815284933,1568.3240973537088,3.6209219064227023,3.437541540746105,45.0,13.8625,1.0,1.0,4,0,4
2026-05-01,Week 4,Wethersfield 12U A,17.0,0.4279118378294229,1519.5213338417577,3.914536980210315,-2.3896234284706055,46.0,7.275,1.0,1.0,2,0,2
2026-05-01,Week 4,Wethersfield 12U B,25.0,-0.19526095719699763,1501.1356847509367,-0.7700891310846391,-0.07708029846069898,47.0,-1.3666666666666671,0.6666666666666666,0.6666666666666666,2,1,3
2026-05-01,Week 4,Wolcott 12U,12.0,1.2264730248481746,1540.4123123306397,1.3766167154046125,0.75313058938613,48.0,3.3,0.6666666666666666,0.6,5,2,7
2026-05-08,Week 5,Agawam 12U,33.0,-0.6550622875391043,1490.744738144815,1.5305417759569595,-2.688545559172315,40.0,-1.7000000000000006,0.6666666666666666,0.6,3,3,6
2026-05-08,Week 5,Avon 12U,19.0,0.27851013121921137,1503.880028694787,0.44601067177511206,0.5409652564549855,2.0,0.44999999999999996,0.5,0.5,1,1,2
2026-05-08,Week 5,Avon 12U B,18.0,0.3720033049070864,1513.9366182710837,-1.3275506616706305,2.3317499437190525,41.0,3.316666666666666,0.6666666666666666,0.6666666666666666,2,1,3
2026-05-08,Week 5,Belchertown 12U,31.0,-0.48176739031089666,1507.9367352340178,-0.8081919067832161,-0.06285783982390299,42.0,3.55,0.6666666666666666,0.8,4,2,6
2026-05-08,Week 5,Berkshire,,,,,,,,,,0,0,0
2026-05-08,Week 5,Berlin 12U A,32.0,-0.62960695665865,1480.2437313304051,-2.250195727048416,0.8457705435293119,3.0,-4.575,0.3333333333333333,0.25,1,3,4
2026-05-08,Week 5,Bristol 12U,38.0,-1.4572481921897351,1443.0329281143772,-2.731627891027351,-0.38365737426341,4.0,-5.1,0.0,0.2,2,5,7
2026-05-08,Week 5,Burlington 12U,6.0,2.2834259260291945,1574.3106765798377,2.738330849718433,2.0143772268031186,5.0,11.45,1.0,1.0,5,0,5
2026-05-08,Week 5,Colchester 12U,26.0,-0.10207931521517377,1497.661334910893,-1.8619639417518314,1.6444759514805487,6.0,-1.6,0.3333333333333333,0.5,2,2,4
2026-05-08,Week 5,Connecticut Valley Youth Lacrosse,23.0,0.010675673532972052,1490.7753436609323,1.1463813704581043e-06,-2.1686763940744476e-06,1.0,-0.8499999999999998,0.3333333333333333,0.4,114,118,232
2026-05-08,Week 5,East Longmeadow 12U A,37.0,-1.3964918672389577,1459.7819206728545,0.031248682678709082,-3.784558231729673,7.0,-4.25,0.3333333333333333,0.4,3,4,7
2026-05-08,Week 5,East Longmeadow 12U White,35.0,-0.980379086616046,1480.0396030003535,-0.748581097470414,-1.4450813784528316,8.0,-6.4,0.0,0.25,1,3,4
2026-05-08,Week 5,Ellington 12U,48.0,-2.1839921355333827,1442.7465375592553,-3.5452204499628217,-3.9609411434490522,9.0,-13.5875,0.3333333333333333,0.25,1,3,4
2026-05-08,Week 5,Farmington 12U Black,45.0,-1.8991301717983586,1445.5034440318964,-0.07894142569231279,-5.372492165356571,10.0,-9.65,0.3333333333333333,0.2,1,4,5
2026-05-08,Week 5,Farmington 12U Red,15.0,0.8117413467976272,1525.5600647703834,-0.5035693365915069,2.1392424991496193,11.0,4.35,0.6666666666666666,0.6,3,2,5
2026-05-08,Week 5,Glastonbury 12U Blue,36.0,-1.3889234437146303,1458.7431554687203,-3.8653455071087333,0.7524582277136727,12.0,-6.25,0.0,0.25,1,3,4
2026-05-08,Week 5,Glastonbury 12U White,28.0,-0.28455328867020385,1480.4642894228248,1.4397577238308223,-2.4235037652136784,13.0,-6.65,0.0,0.0,0,2,2
2026-05-08,Week 5,Granby 12U,47.0,-2.0615611492873795,1438.3958150478293,-3.2106123753292204,-1.4157097416045268,14.0,-10.5375,0.0,0.0,0,4,4
2026-05-08,Week 5,Longmeadow 12U Black,27.0,-0.13292973740774472,1492.73841493543,-0.21719291069900087,0.26633221857780054,43.0,0.31666666666666643,0.3333333333333333,0.3333333333333333,1,2,3
2026-05-08,Week 5,Longmeadow 12U White,29.0,-0.33265608505761896,1489.5986964417118,-3.043010066829745,1.0592640254468897,15.0,-7.5,0.0,0.0,0,1,1
2026-05-08,Week 5,Meriden 12U,39.0,-1.4875299947191605,1459.5539320870994,-3.6984625508536575,-0.25609363276791136,44.0,-10.4,0.0,0.0,0,3,3
2026-05-08,Week 5,Middletown 12U,40.0,-1.5295679918417178,1457.4157823880892,-3.1297606879939233,0.0828151732733458,16.0,-5.95,0.3333333333333333,0.2,1,4,5
2026-05-08,Week 5,Minnechaug 12U,3.0,2.9911598910602133,1603.9508180866274,5.591290265179181,2.7680894758360477,17.0,14.15,1.0,0.8,6,2,8
2026-05-08,Week 5,Minnechaug 12U White,10.0,1.3904445189040215,1547.1609446430496,0.06275671967568373,2.4985820339445475,45.0,6.6000000000000005,0.6666666666666666,0.8,4,2,6
2026-05-08,Week 5,Newington 12U,41.0,-1.6273350167607754,1438.4865975695682,-3.4743208899493214,-0.435981983597678,18.0,-8.05,0.3333333333333333,0.2,2,5,7
2026-05-08,Week 5,Northampton 12U,43.0,-1.6953522024351573,1426.2884040042838,-1.623300407421593,-1.472654828080004,46.0,-8.75,0.0,0.0,0,6,6
2026-05-08,Week 5,RHAM 12U,2.0,3.1550092992339582,1591.061976128241,3.46288923203276,3.4483847439539543,19.0,13.95,1.0,1.0,5,0,5
2026-05-08,Week 5,Simsbury,,,,,,,,,,0,0,0
2026-05-08,Week 5,Simsbury 12U A,42.0,-1.667195763915042,1449.4955522808395,0.9030744939416859,-5.78433033716835,20.0,-10.85,0.3333333333333333,0.2,1,4,5
2026-05-08,Week 5,Simsbury 12U Blue,44.0,-1.7814543290959997,1424.2159919227047,-2.1564481355590037,-0.858290304924591,21.0,-7.3,0.0,0.2,1,7,8
2026-05-08,Week 5,Simsbury 14U Blue,,,,,,,,,,0,0,0
2026-05-08,Week 5,Somers 12U Red,22.0,0.10769801333045657,1500.3828005849234,-1.4934286815954294,1.747939680551815,22.0,0.11249999999999999,0.6666666666666666,0.5,2,2,4
2026-05-08,Week 5,Somers 12U White,16.0,0.6954789815864298,1518.7538209790566,2.2285790519602977,-0.3748710443987145,23.0,5.199999999999999,0.6666666666666666,0.6,3,2,5
2026-05-08,Week 5,Somers Juniors,13.0,1.167343914942381,1520.5783046630008,1.956989933170254,5.05926402544689,24.0,13.55,1.0,1.0,1,0,1
2026-05-08,Week 5,South Hadley 12U,50.0,-3.4939572802810996,1385.4179739538552,-2.1322024278667664,-9.053186630693085,47.0,-17.25,0.0,0.0,0,6,6
2026-05-08,Week 5,South Windsor 12U,25.0,-0.08420670497587925,1504.6959232101467,1.489350568685068,-1.7977026036447157,25.0,-1.7000000000000002,0.6666666666666666,0.6,3,2,5
2026-05-08,Week 5,Southington 12U Blue,17.0,0.587310502948853,1516.7527810934403,1.47785500518106,-0.40754189875722213,26.0,0.049999999999999656,0.6666666666666666,0.6,4,3,7
2026-05-08,Week 5,Southington 12U White,30.0,-0.473986840555202,1492.2475331542403,-2.0648786499919627,1.010598727705617,27.0,-3.45,0.6666666666666666,0.5,2,2,4
2026-05-08,Week 5,Suffield 12U,7.0,1.9911528111022638,1554.2621458042909,4.00886319709835,2.6984546489648777,28.0,11.15,0.6666666666666666,0.8,4,1,5
2026-05-08,Week 5,Suffield 12U White,14.0,0.9584443367450337,1539.4310640595406,-0.6383714068870621,2.5674505493399873,29.0,5.3,0.6666666666666666,0.8,4,1,5
2026-05-08,Week 5,Suffield B,20.0,0.16734391494238102,1509.8300266404854,-0.043010066829745064,1.0592640254468897,30.0,7.05,1.0,1.0,1,0,1
2026-05-08,Week 5,Suffield Juniors 1 Blue,11.0,1.3333333333333333,1527.7625439630108,6.956989933170254,6.05926402544689,31.0,21.05,1.0,1.0,1,0,1
2026-05-08,Week 5,Tolland,,,,,,,,,,0,0,0
2026-05-08,Week 5,Tolland 12U,49.0,-2.2845532886702036,1456.5880666231083,-3.485165793307461,-7.537143097090251,32.0,-20.95,0.0,0.0,0,2,2
2026-05-08,Week 5,Vernon 12U,34.0,-0.8200826759538101,1476.126477560487,-0.697322662000509,-1.1356728899327058,33.0,-5.2,0.3333333333333333,0.25,1,3,4
2026-05-08,Week 5,West Hartford 12U Gold,1.0,3.6353957733406164,1634.588983751665,6.390723368480164,3.4286741741974165,34.0,15.25,1.0,1.0,7,0,7
2026-05-08,Week 5,West Hartford 12U Green,8.0,1.98535288601222,1569.8345467022418,-0.03498414980602284,4.01788039079332,35.0,10.2,1.0,1.0,5,0,5
2026-05-08,Week 5,West Hartford 12U White,46.0,-1.9809789385212442,1420.9479914267174,-3.3247126766955324,-0.29489157496388985,48.0,-9.5,0.0,0.0,0,6,6
2026-05-08,Week 5,West Hartford Green,,,,,,,,,,0,0,0
2026-05-08,Week 5,West Springfield 12U,4.0,2.4375233037390003,1574.0945431453952,0.8196194251671822,4.068481572001729,36.0,11.4,1.0,1.0,5,0,5
2026-05-08,Week 5,Westfield 12U Black,21.0,0.14050844258592163,1509.168432813253,0.14506593726628358,0.23826618724004026,37.0,1.4500000000000002,0.3333333333333333,0.4,3,5,8
2026-05-08,Week 5,Westfield 12U Red,5.0,2.4270858213633497,1574.0622645212918,2.438401401349208,3.2785086230969136,49.0,7.9,0.6666666666666666,0.8,5,1,6
2026-05-08,Week 5,Wethersfield 12U A,12.0,1.313667664119766,1542.146600090903,3.946238401076931,-0.4309341611280303,50.0,10.166666666666668,1.0,1.0,3,0,3
2026-05-08,Week 5,Wethersfield 12U B,24.0,-0.019414502079648,1503.3976742651037,-0.4335686421559861,0.20885900017246667,38.0,1.95,0.3333333333333333,0.6,3,2,5
2026-05-08,Week 5,Wolcott 12U,9.0,1.5288661561231727,1555.2054255909322,1.3011411457237498,1.1954568269392634,39.0,7.65,1.0,0.8,6,2,8
2026-05-15,Week 6,Agawam 12U,38.0,-1.147437418508936,1478.751428020595,1.125209386979918,-3.2212662446503653,2.0,-0.1000000000000002,0.3333333333333333,0.6,4,4,8
2026-05-15,Week 6,Avon 12U,10.0,1.3353841267810393,1527.4707338391163,2.02151041578307,2.6691381563924836,3.0,9.083333333333332,0.6666666666666666,0.6666666666666666,2,1,3
2026-05-15,Week 6,Avon 12U B,15.0,0.9386433476921568,1541.7447494488424,-1.2921433204866786,3.1943915428622383,4.0,5.850000000000001,1.0,0.8,4,1,5
2026-05-15,Week 6,Belchertown 12U,32.0,-0.49151337290177366,1507.9367352340178,-0.9039652964003035,0.027818973071631427,5.0,3.75,0.6666666666666666,0.8,4,2,6
2026-05-15,Week 6,Berkshire,19.0,0.6680534181661804,1514.5882548364523,2.874596115791398,1.1586859201969304,6.0,9.6,1.0,1.0,1,0,1
2026-05-15,Week 6,Berlin 12U A,22.0,0.2931639207022399,1509.6888403696723,-0.5223182825502609,1.8233816078307359,7.0,6.2,0.6666666666666666,0.6,3,4,7
2026-05-15,Week 6,Bristol 12U,41.0,-1.587327772830401,1428.359241377167,-2.6431780573590156,-0.2883489683192768,8.0,-9.0,0.0,0.0,2,7,9
2026-05-15,Week 6,Burlington 12U,17.0,0.7398637726659604,1527.6251024583873,2.3187877027486925,-1.2126827104612494,9.0,-1.2500000000000002,0.3333333333333333,0.6,5,2,7
2026-05-15,Week 6,Colchester 12U,30.0,-0.07959368349088526,1497.661334910893,-1.930688741779816,1.7765644809165708,10.0,-2.2,0.3333333333333333,0.5,2,2,4
2026-05-15,Week 6,Connecticut Valley Youth Lacrosse,28.0,0.018573891414247586,1485.4052153985488,-4.582330940809163e-06,-4.788543747654091e-06,1.0,-0.050000000000000044,0.6666666666666666,0.6,148,154,302
2026-05-15,Week 6,East Longmeadow 12U A,40.0,-1.57957286510747,1431.9469995726424,-0.36095795183498286,-3.3307683817782965,11.0,-3.25,0.3333333333333333,0.4,4,7,11
2026-05-15,Week 6,East Longmeadow 12U White,36.0,-1.060029452661473,1469.1305595171987,-1.0904981756176066,-1.0045992027140933,12.0,-5.7,0.0,0.2,1,4,5
2026-05-15,Week 6,Ellington 12U,37.0,-1.0736220884730576,1469.4580833093244,-1.8799105864837806,-2.2638912458448757,13.0,-4.8,0.6666666666666666,0.4,2,3,5
2026-05-15,Week 6,Farmington 12U Black,48.0,-2.3105340901472826,1426.9530462368157,-0.5542437739605438,-5.03433170278812,14.0,-9.9,0.0,0.2,1,5,6
2026-05-15,Week 6,Farmington 12U Red,16.0,0.8061275778319349,1534.626777301223,-0.5233000746074321,2.026162160957226,15.0,6.75,1.0,0.8,4,2,6
2026-05-15,Week 6,Glastonbury 12U Blue,39.0,-1.3634082170884272,1439.7799415362763,-3.2640189554916974,0.7893987511541604,16.0,-9.75,0.0,0.0,1,5,6
2026-05-15,Week 6,Glastonbury 12U White,21.0,0.45903356254031896,1500.157650917789,2.33668220075229,-1.3936535486804058,17.0,0.8000000000000005,0.6666666666666666,0.4,2,3,5
2026-05-15,Week 6,Granby 12U,42.0,-1.660346537823362,1445.68221087564,-1.8457510783951174,-1.5534658763311275,18.0,-7.95,0.3333333333333333,0.2,1,5,6
2026-05-15,Week 6,Longmeadow 12U Black,27.0,0.10280899461528004,1504.8360743483486,0.2552416584728829,0.281646430955975,19.0,0.11249999999999999,0.6666666666666666,0.5,2,2,4
2026-05-15,Week 6,Longmeadow 12U White,31.0,-0.33194658183381964,1489.5986964417118,-3.125403884208602,1.1586859201969304,20.0,-7.5,0.0,0.0,0,1,1
2026-05-15,Week 6,Meriden 12U,33.0,-0.5115485606199569,1480.0118042378476,-1.8101792263851615,0.958200363742196,21.0,-2.75,0.3333333333333333,0.4,2,5,7
2026-05-15,Week 6,Middletown 12U,46.0,-2.0322141130616167,1416.5391292294976,-3.596341157156047,0.3189547504221667,22.0,-7.8,0.0,0.2,1,7,8
2026-05-15,Week 6,Minnechaug 12U,3.0,3.3676851267046533,1621.2607671539952,5.783318742494704,3.267810824585156,23.0,19.3,1.0,1.0,7,2,9
2026-05-15,Week 6,Minnechaug 12U White,9.0,1.4503963291734194,1556.0859037991384,-0.026198254697194064,2.537553488842873,24.0,6.250000000000001,0.6666666666666666,0.8,5,2,7
2026-05-15,Week 6,Newington 12U,45.0,-1.8446654635367297,1430.1045660307282,-3.328230198954715,-1.0062201997090479,25.0,-5.9,0.6666666666666666,0.4,3,6,9
2026-05-15,Week 6,Northampton 12U,43.0,-1.6992671306340652,1426.2884040042838,-1.6888357324662109,-1.4015258133716624,26.0,-8.55,0.0,0.0,0,6,6
2026-05-15,Week 6,RHAM 12U,2.0,3.371257073673105,1618.4671479861306,4.025248464596883,2.821003594827033,27.0,12.7,1.0,1.0,7,0,7
2026-05-15,Week 6,Simsbury,,,,,,,,,,0,0,0
2026-05-15,Week 6,Simsbury 12U A,49.0,-2.519841169440404,1412.7083549368335,-0.22799300502262412,-5.6022995486674105,28.0,-9.0,0.0,0.2,1,6,7
2026-05-15,Week 6,Simsbury 12U Blue,44.0,-1.7842683030403983,1415.334155203219,-2.3501942126706368,-0.5148996734750564,29.0,-6.45,0.0,0.2,1,8,9
2026-05-15,Week 6,Simsbury 14U Blue,,,,,,,,,,0,0,0
2026-05-15,Week 6,Somers 12U Red,26.0,0.11066296325700269,1500.3828005849234,-1.5860154416068915,1.8599686359263943,30.0,-0.6875,0.6666666666666666,0.5,2,2,4
2026-05-15,Week 6,Somers 12U White,18.0,0.6778923779797992,1518.7538209790566,2.1318686139008007,-0.30861934826790466,31.0,5.199999999999999,0.6666666666666666,0.6,3,2,5
2026-05-15,Week 6,Somers Juniors,13.0,1.1680534181661804,1520.5783046630008,1.8745961157913982,5.15868592019693,32.0,13.95,1.0,1.0,1,0,1
2026-05-15,Week 6,South Hadley 12U,50.0,-3.514195422581608,1364.24088795543,-2.31413117925033,-6.809250996837926,33.0,-17.55,0.0,0.0,0,8,8
2026-05-15,Week 6,South Windsor 12U,25.0,0.1167912076448083,1507.2660451352797,2.1581351670274636,-2.043972588084534,34.0,3.9,0.3333333333333333,0.6,4,3,7
2026-05-15,Week 6,Southington 12U Blue,14.0,1.150004936842898,1546.7293682999693,2.79759787463447,-0.9306800587527888,35.0,4.200000000000001,1.0,0.8,6,3,9
2026-05-15,Week 6,Southington 12U White,35.0,-0.8448936098967549,1476.292797990869,-2.7929255412767913,1.128099848474528,36.0,-3.3999999999999995,0.3333333333333333,0.4,2,3,5
2026-05-15,Week 6,Suffield 12U,8.0,1.8660645747135438,1557.6013907723664,3.1089694289728738,1.9575991592483541,37.0,4.1,0.3333333333333333,0.6,5,2,7
2026-05-15,Week 6,Suffield 12U White,12.0,1.2378454943732462,1560.903887350448,-0.852537324436644,2.9995196989248836,38.0,4.95,1.0,0.8,6,1,7
2026-05-15,Week 6,Suffield B,23.0,0.16805341816618036,1509.8300266404854,-0.12540388420860182,1.1586859201969304,39.0,6.05,1.0,1.0,1,0,1
2026-05-15,Week 6,Suffield Juniors 1 Blue,11.0,1.3333333333333333,1527.7625439630108,6.874596115791398,6.15868592019693,40.0,21.05,1.0,1.0,1,0,1
2026-05-15,Week 6,Tolland,,,,,,,,,,0,0,0
2026-05-15,Week 6,Tolland 12U,51.0,-3.8891727649468186,1401.581750265298,-4.127287212048896,-5.1647756363735295,41.0,-16.95,0.0,0.0,0,5,5
2026-05-15,Week 6,Vernon 12U,34.0,-0.5496179950250437,1479.4173651999113,-0.1893415542555966,-0.7933299096324042,42.0,-1.55,0.3333333333333333,0.4,2,4,6
2026-05-15,Week 6,West Hartford 12U Gold,1.0,3.6451299619259157,1644.8392438192373,5.982984608663089,3.054434392702022,43.0,12.25,1.0,1.0,8,0,8
2026-05-15,Week 6,West Hartford 12U Green,5.0,2.571293935736005,1586.934920249119,0.2443916319283777,4.49612535519734,44.0,10.65,1.0,1.0,6,0,6
2026-05-15,Week 6,West Hartford 12U White,47.0,-2.059422935976043,1410.4315035644292,-3.531430423751097,0.025952631926269776,45.0,-9.5,0.0,0.0,0,7,7
2026-05-15,Week 6,West Hartford Green,,,,,,,,,,0,0,0
2026-05-15,Week 6,West Springfield 12U,4.0,2.7670239775193095,1589.072110929728,1.1169399295929496,3.9823282231777397,46.0,12.45,1.0,1.0,6,0,6
2026-05-15,Week 6,Westfield 12U Black,24.0,0.12968200374673308,1509.168432813253,0.0225950413890344,0.35281699728529997,47.0,1.25,0.3333333333333333,0.4,3,5,8
2026-05-15,Week 6,Westfield 12U Red,6.0,2.3805183517094934,1582.5610626764217,2.139845484593769,3.025640437376483,48.0,7.6,0.6666666666666666,0.8,6,1,7
2026-05-15,Week 6,Wethersfield 12U A,20.0,0.6200667819686673,1524.6402218709432,2.754754257624855,-1.3346424712041076,49.0,2.575,0.6666666666666666,0.75,3,1,4
2026-05-15,Week 6,Wethersfield 12U B,29.0,-0.01297362292833591,1503.3976742651037,-0.5178609227851719,0.3184162390492647,50.0,1.3499999999999999,0.3333333333333333,0.6,3,2,5
2026-05-15,Week 6,Wolcott 12U,7.0,1.8770274197895223,1569.41193147938,1.6023120406003595,1.352286972327268,51.0,9.2,0.6666666666666666,0.8,8,3,11
2026-05-22,Week 7,Agawam 12U,43.0,-1.6494538189088124,1444.1336315323647,0.26120571119035346,-3.36414660881137,8.0,-12.0,0.3333333333333333,0.2,4,6,10
2026-05-22,Week 7,Avon 12U,14.0,1.2565658668385902,1537.6350529442964,1.9477382419219083,1.68261801298225,9.0,6.475,0.6666666666666666,0.75,3,1,4
2026-05-22,Week 7,Avon 12U B,13.0,1.3258228628632462,1556.7028287789042,-0.918607262439108,3.3658451433474177,10.0,6.150000000000001,1.0,0.8,5,1,6
2026-05-22,Week 7,Belchertown 12U,34.0,-0.22119166454563974,1515.3457697909148,-0.6330049426459764,0.30549165234511727,11.0,4.75,0.6666666666666666,0.8,6,3,9
2026-05-22,Week 7,Berkshire,17.0,0.6675868129069829,1514.5882548364523,2.861080745360698,1.1610027644068914,12.0,10.0,1.0,1.0,1,0,1
2026-05-22,Week 7,Berlin 12U A,27.0,0.1621461767399497,1499.7149673781576,-0.918561905380971,1.8570873338540113,13.0,0.7500000000000004,0.6666666666666666,0.4,3,5,8
2026-05-22,Week 7,Bristol 12U,38.0,-1.4215296373965869,1431.6262009804002,-2.557209520189243,0.10758918867962028,14.0,-4.6,0.3333333333333333,0.2,3,8,11
2026-05-22,Week 7,Burlington 12U,29.0,0.0004714257151506742,1502.2670464434932,1.8281684125226592,-2.397268657088899,15.0,-7.85,0.0,0.4,5,3,8
2026-05-22,Week 7,Colchester 12U,18.0,0.625566422935815,1514.6820486166982,-0.3898322008049287,1.6575276790022506,16.0,4.5,0.3333333333333333,0.6,3,2,5
2026-05-22,Week 7,Connecticut Valley Youth Lacrosse,28.0,0.009360364402371415,1510.1295679369296,-4.343650172166978e-06,-3.614700156191705e-06,51.0,0.5500000000000003,0.3333333333333333,0.4,186,197,383
2026-05-22,Week 7,East Longmeadow 12U A,44.0,-1.7330944944856217,1417.6165472135,-0.43789359670117206,-3.2914410057929633,17.0,-8.35,0.3333333333333333,0.2,4,8,12
2026-05-22,Week 7,East Longmeadow 12U White,37.0,-1.395586838773473,1444.9282333820247,-1.257659951693253,-1.1182119967355806,1.0,-8.5,0.0,0.0,1,6,7
2026-05-22,Week 7,Ellington 12U,32.0,-0.1267070959246055,1501.9789462934552,-1.0318821653712167,-0.5637469182894845,2.0,6.550000000000001,1.0,0.8,4,3,7
2026-05-22,Week 7,Farmington 12U Black,48.0,-2.3211427633072157,1426.9530462368157,-0.5810663314370209,-5.058254382330394,18.0,-9.7,0.0,0.2,1,5,6
2026-05-22,Week 7,Farmington 12U Red,23.0,0.2172682098878884,1511.7109581792372,-0.9958877623448644,1.3655112357383739,19.0,1.9999999999999998,0.3333333333333333,0.6,4,4,8
2026-05-22,Week 7,Glastonbury 12U Blue,40.0,-1.5622709995780621,1406.9841317713847,-3.4676021835434097,1.0539654831921148,20.0,-7.1,0.0,0.0,1,8,9
2026-05-22,Week 7,Glastonbury 12U White,8.0,1.6901198457270246,1542.6177885128727,3.841812249485822,-0.7751451488445665,3.0,9.7,1.0,0.8,4,3,7
2026-05-22,Week 7,Granby 12U,41.0,-1.5993844848706833,1437.0273254347283,-1.920511169781706,-1.118236635353681,4.0,-5.1,0.3333333333333333,0.2,1,6,7
2026-05-22,Week 7,Longmeadow 12U Black,33.0,-0.205905674766988,1495.3722537493131,0.937804962884472,-0.7319664905095522,21.0,-1.3000000000000005,0.3333333333333333,0.6,4,4,8
2026-05-22,Week 7,Longmeadow 12U White,35.0,-0.33241318709301715,1489.5986964417118,-3.138919254639303,1.1610027644068914,22.0,-8.3,0.0,0.0,0,1,1
2026-05-22,Week 7,Meriden 12U,31.0,-0.12511943284640661,1488.6201652081797,-1.4261939443316938,1.248126347785197,23.0,0.15000000000000036,0.3333333333333333,0.4,3,6,9
2026-05-22,Week 7,Middletown 12U,47.0,-2.0271461957965276,1416.5391292294976,-3.615142753747684,0.33759281790401857,24.0,-7.6,0.0,0.2,1,7,8
2026-05-22,Week 7,Minnechaug 12U,6.0,2.4309435631801066,1595.467865768383,4.23170858487025,2.0063327405048352,25.0,10.0,0.6666666666666666,0.8,8,3,11
2026-05-22,Week 7,Minnechaug 12U White,10.0,1.4498037775588222,1567.3904695906672,-0.30458835815764534,2.5764013111303936,26.0,2.9499999999999997,0.6666666666666666,0.6,6,3,9
2026-05-22,Week 7,Newington 12U,42.0,-1.6156857693448483,1442.1884206817033,-3.0890226987186513,-0.6271194213056558,27.0,-1.2,0.6666666666666666,0.6,4,6,10
2026-05-22,Week 7,Northampton 12U,45.0,-1.7463884338470796,1414.9788556361661,-1.8600486330828674,-0.8399929650202321,28.0,-6.2,0.3333333333333333,0.2,1,8,9
2026-05-22,Week 7,RHAM 12U,3.0,3.328957005324439,1627.7832098060048,3.5770905975774467,2.7404362619438376,29.0,10.8,1.0,1.0,8,0,8
2026-05-22,Week 7,Simsbury,,,,,,,,,,0,0,0
2026-05-22,Week 7,Simsbury 12U A,49.0,-3.537117395223119,1362.5575145627906,-1.1924558446702886,-5.4668806371462235,30.0,-15.25,0.0,0.0,1,9,10
2026-05-22,Week 7,Simsbury 12U Blue,39.0,-1.5600656386036897,1427.0603865335127,-2.2217591337933817,-0.20250176731516295,31.0,-5.8,0.3333333333333333,0.2,2,8,10
2026-05-22,Week 7,Simsbury 14U Blue,,,,,,,,,,0,0,0
2026-05-22,Week 7,Somers 12U Red,25.0,0.19955457411532596,1501.986244061886,-1.0430404746771842,1.4254531595476398,32.0,2.55,0.3333333333333333,0.6,3,3,6
2026-05-22,Week 7,Somers 12U White,20.0,0.38316756459052,1507.234130170107,1.3103990027600985,-0.23883095691003564,33.0,5.35,0.3333333333333333,0.6,3,3,6
2026-05-22,Week 7,Somers Juniors,15.0,1.1675868129069829,1520.5783046630008,1.861080745360698,5.161002764406891,34.0,13.35,1.0,1.0,1,0,1
2026-05-22,Week 7,South Hadley 12U,50.0,-4.198325126347578,1316.6180757011955,-2.8647707048682864,-7.556654409532855,35.0,-17.0,0.0,0.0,0,11,11
2026-05-22,Week 7,South Windsor 12U,21.0,0.36245681607515046,1520.5626859917695,2.082069918589044,-1.5769401489789354,36.0,3.7499999999999996,0.6666666666666666,0.6,5,3,8
2026-05-22,Week 7,Southington 12U Blue,24.0,0.20028832230101354,1504.5519469621147,1.9518065880977709,-1.6945845868880347,37.0,-0.5500000000000006,0.3333333333333333,0.6,6,5,11
2026-05-22,Week 7,Southington 12U White,36.0,-1.3250449321830922,1465.3772239035468,-3.5338472838085773,1.2789043181061104,5.0,-5.2,0.3333333333333333,0.4,3,4,7
2026-05-22,Week 7,Suffield 12U,4.0,3.220806822597903,1623.253366906196,4.82774222214245,2.3819945514140146,38.0,12.25,1.0,0.8,8,2,10
2026-05-22,Week 7,Suffield 12U White,11.0,1.3930631764471588,1580.7763712073024,-0.6174205546509449,2.7235779516473744,39.0,5.3500000000000005,0.6666666666666666,0.8,8,2,10
2026-05-22,Week 7,Suffield B,26.0,0.16758681290698285,1509.8300266404854,-0.138919254639303,1.1610027644068914,40.0,5.85,1.0,1.0,1,0,1
2026-05-22,Week 7,Suffield Juniors 1 Blue,12.0,1.3333333333333333,1527.7625439630108,6.861080745360698,6.161002764406891,41.0,20.85,1.0,1.0,1,0,1
2026-05-22,Week 7,Tolland,,,,,,,,,,0,0,0
2026-05-22,Week 7,Tolland 12U,51.0,-4.397713213701524,1367.4298061317063,-3.675247640787184,-5.071809108838195,6.0,-15.0,0.0,0.0,0,7,7
2026-05-22,Week 7,Vernon 12U,22.0,0.24777638806501612,1502.9528871272814,0.60093714406547,0.003153968123630778,7.0,5.999999999999999,0.6666666666666666,0.6,3,4,7
2026-05-22,Week 7,West Hartford 12U Gold,1.0,3.9896670449302563,1658.052534233084,5.978675020435289,3.217825789733854,42.0,14.0,1.0,1.0,9,0,9
2026-05-22,Week 7,West Hartford 12U Green,9.0,1.5888237179320748,1553.6400640707664,-0.28748333730157116,2.886601871809628,43.0,3.1,0.3333333333333333,0.6,6,2,8
2026-05-22,Week 7,West Hartford 12U White,46.0,-1.8613550122063571,1413.2787675781242,-3.199241036817521,0.19110177430788156,44.0,-7.6,0.0,0.0,0,8,8
2026-05-22,Week 7,West Hartford Green,,,,,,,,,,0,0,0
