game_date,home_team,away_team,actual_winner,elo_predicted_winner,elo_win_probability,power_v2_predicted_winner,power_v2_win_probability,hybrid_predicted_winner,hybrid_win_probability,elo_correct,power_v2_correct,hybrid_correct
2026-05-08,Connecticut Valley Youth Lacrosse,Farmington 12U Black,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5406018171013104,Connecticut Valley Youth Lacrosse,0.6311522613786952,Connecticut Valley Youth Lacrosse,0.592400286000553,True,True,True
2026-05-08,Southington 12U White,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Southington 12U White,0.5235132542637326,Southington 12U White,0.5072176557757326,Southington 12U White,0.5082677734943469,False,False,False
2026-05-08,Southington 12U Blue,Connecticut Valley Youth Lacrosse,Southington 12U Blue,Connecticut Valley Youth Lacrosse,0.5088791041784128,Southington 12U Blue,0.5359950435451031,Southington 12U Blue,0.5220731737135527,False,True,True
2026-05-08,Belchertown 12U,Connecticut Valley Youth Lacrosse,Belchertown 12U,Connecticut Valley Youth Lacrosse,0.5165074041944471,Connecticut Valley Youth Lacrosse,0.5656170485907539,Connecticut Valley Youth Lacrosse,0.5452841536137862,False,False,False
2026-05-08,Connecticut Valley Youth Lacrosse,Minnechaug 12U White,Connecticut Valley Youth Lacrosse,Minnechaug 12U White,0.6119149840516057,Minnechaug 12U White,0.6198473714972019,Minnechaug 12U White,0.5955609682357743,False,False,False
2026-05-08,Connecticut Valley Youth Lacrosse,Farmington 12U Red,Farmington 12U Red,Connecticut Valley Youth Lacrosse,0.5085782724893411,Connecticut Valley Youth Lacrosse,0.5018143592677399,Connecticut Valley Youth Lacrosse,0.5024833699799534,False,False,False
2026-05-09,Connecticut Valley Youth Lacrosse,Tolland 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.548980126543521,Connecticut Valley Youth Lacrosse,0.6412434150853608,Connecticut Valley Youth Lacrosse,0.6004579466863196,True,True,True
2026-05-09,Granby 12U,Connecticut Valley Youth Lacrosse,Granby 12U,Connecticut Valley Youth Lacrosse,0.5980278868951806,Connecticut Valley Youth Lacrosse,0.6278579226172138,Connecticut Valley Youth Lacrosse,0.5987738516973551,False,False,False
2026-05-09,Connecticut Valley Youth Lacrosse,South Windsor 12U,Connecticut Valley Youth Lacrosse,South Windsor 12U,0.541124211025427,Connecticut Valley Youth Lacrosse,0.5041550168528355,South Windsor 12U,0.5035642758695271,False,True,False
2026-05-09,Middletown 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5494460618208864,Connecticut Valley Youth Lacrosse,0.5949769040563957,Connecticut Valley Youth Lacrosse,0.5695801587047413,True,True,True
2026-05-09,Connecticut Valley Youth Lacrosse,Burlington 12U,Connecticut Valley Youth Lacrosse,Burlington 12U,0.6035833221496035,Burlington 12U,0.6431297564022252,Burlington 12U,0.6098634139703354,False,False,False
2026-05-09,Connecticut Valley Youth Lacrosse,Meriden 12U,Meriden 12U,Connecticut Valley Youth Lacrosse,0.5999426988532953,Connecticut Valley Youth Lacrosse,0.5963593876355284,Connecticut Valley Youth Lacrosse,0.5781790655120365,False,False,False
2026-05-09,Connecticut Valley Youth Lacrosse,Newington 12U,Newington 12U,Connecticut Valley Youth Lacrosse,0.596843384402547,Connecticut Valley Youth Lacrosse,0.6053497257884185,Connecticut Valley Youth Lacrosse,0.583634011752601,False,False,False
2026-05-09,RHAM 12U,Connecticut Valley Youth Lacrosse,RHAM 12U,RHAM 12U,0.6376906008814828,RHAM 12U,0.6877179786053802,RHAM 12U,0.6454486661141351,True,True,True
2026-05-09,Wolcott 12U,Connecticut Valley Youth Lacrosse,Wolcott 12U,Wolcott 12U,0.5966710679473959,Wolcott 12U,0.588157667334863,Wolcott 12U,0.5722793286785146,True,True,True
2026-05-09,Connecticut Valley Youth Lacrosse,Berkshire,Berkshire,Berkshire,0.5443573882494096,Connecticut Valley Youth Lacrosse,0.5010149682592521,Berkshire,0.5061001985778271,True,False,True
2026-05-09,Bristol 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5174024700836986,Connecticut Valley Youth Lacrosse,0.5880906032366511,Connecticut Valley Youth Lacrosse,0.5602152387988353,True,True,True
2026-05-10,Middletown 12U,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5355596998939749,Connecticut Valley Youth Lacrosse,0.5966779032120033,Connecticut Valley Youth Lacrosse,0.5686203840207673,True,True,True
2026-05-10,Connecticut Valley Youth Lacrosse,Simsbury 12U Blue,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.6619242362649387,Connecticut Valley Youth Lacrosse,0.6333235406755962,Connecticut Valley Youth Lacrosse,0.6123862804454527,True,True,True
2026-05-10,Connecticut Valley Youth Lacrosse,Simsbury 12U A,Connecticut Valley Youth Lacrosse,Connecticut Valley Youth Lacrosse,0.5589332400692564,Connecticut Valley Youth Lacrosse,0.6027213224226244,Connecticut Valley Youth Lacrosse,0.5761358491883634,True,True,True
